"","chromosome_name","start_position","end_position","hgnc_symbol"
"3011","CHR_HSCHR6_MHC_APD_CTG1",32883408,32918836,"PSMB9"
"3012","CHR_HSCHR6_MHC_QBL_CTG1",32772831,32808281,"PSMB9"
"3013","CHR_HSCHR6_MHC_MCF_CTG1",32877612,32913027,"PSMB9"
"3014","CHR_HSCHR6_MHC_DBB_CTG1",32822113,32857517,"PSMB9"
"3015","CHR_HSCHR6_MHC_COX_CTG1",32766454,32801905,"PSMB9"
"3016","6",32844136,32859851,"PSMB9"
"3017","X",108084207,108091549,"PSMD10"
"3018","17",32444379,32483319,"PSMD11"
"3019","17",67337916,67366605,"PSMD12"
"3020","11",236966,252984,"PSMD13"
"3021","2",161308425,161411717,"PSMD14"
"3022","21",39174769,39183488,"PSMG1"
"3023","18",12658043,12728945,"PSMG2"
"3024","7",1567332,1571005,"PSMG3"
"3025","6",3231403,3303373,"PSMG4"
"3026","9",95442980,95517057,"PTCH1"
"3027","1",44819844,44843253,"PTCH2"
"3028","8",96261902,96336995,"PTDSS1"
"3029","CHR_HSCHR11_1_CTG8",473895,491399,"PTDSS2"
"3030","11",448268,491399,"PTDSS2"
"3031","17",42968088,42980433,"PTGES3L"
"3032","9",111549722,111599893,"PTGR1"
"3033","2",208359714,208854503,"PTH2R"
"3034","12",27958084,27972733,"PTHLH"
"3035","CHR_HG2114_PATCH",47565430,47573461,"PTPMT1"
"3036","11",47565430,47573461,"PTPMT1"
"3037","12",112418351,112509918,"PTPN11"
"3038","7",77537295,77640069,"PTPN12"
"3039","4",86594315,86815171,"PTPN13"
"3040","1",214348700,214552449,"PTPN14"
"3041","2",130356045,130375405,"PTPN18"
"3042","1",113813811,113871753,"PTPN22"
"3043","19",44643798,44666162,"PVR"
"3044","21",44107373,44131181,"PWP2"
"3045","3",141228726,141367753,"PXYLP1"
"3046","15",55538884,55588947,"PYGO1"
"3047","1",154957026,154963853,"PYGO2"
"3048","17",28227306,28227701,"PYY2"
"3049","2",37342827,37373322,"QPCT"
"3050","9",130892707,130896812,"QRFP"
"3051","19",8374372,8390685,"RAB11B-AS1"
"3052","15",55202966,55319113,"RAB27A"
"3053","18",54717860,54895516,"RAB27B"
"3054","4",13361354,13484365,"RAB28"
"3055","X",130171962,130184870,"RAB33A"
"3056","4",139453232,139476609,"RAB33B"
"3057","22",23145366,23165663,"RAB36"
"3058","2",135052289,135176667,"RAB3GAP1"
"3059","1",220148293,220272529,"RAB3GAP2"
"3060","X",102937272,102938300,"RAB40AL"
"3061","3",19947097,19985175,"RAB5A"
"3062","17",42124978,42155044,"RAB5C"
"3063","11",73675638,73761137,"RAB6A"
"3064","3",133824235,133895882,"RAB6B"
"3065","2",129979666,129982738,"RAB6C"
"3066","19",16111889,16134234,"RAB8A"
"3067","15",40686183,40695107,"RAD51-AS1"
"3068","8",94371960,94475115,"RAD54B"
"3069","1",46246461,46278480,"RAD54L"
"3070","11",67317871,67398410,"RAD9A"
"3071","12",110501655,110533556,"RAD9B"
"3072","18",9475009,9538114,"RALBP1"
"3073","9",126914774,127223166,"RALGPS1"
"3074","12",130872037,130877678,"RAN"
"3075","9",6011025,6015625,"RANBP6"
"3076","22",41244779,41286187,"RANGAP1"
"3077","9",131576770,131740076,"RAPGEF1"
"3078","4",159103013,159360174,"RAPGEF2"
"3079","12",47734363,47771040,"RAPGEF3"
"3080","7",22118236,22357154,"RAPGEF5"
"3081","5",131423921,131635231,"RAPGEF6"
"3082","3",141487027,141615344,"RASA2"
"3083","CHR_HG2288_HG2289_PATCH",113977784,114128689,"RASA3"
"3084","13",113977783,114132623,"RASA3"
"3085","7",102579646,102616756,"RASA4"
"3086","7",102479976,102517777,"RASA4B"
"3087","5",80947694,80960907,"RASGRF2-AS1"
"3088","11",64726911,64745456,"RASGRP2"
"3089","2",33436324,33564750,"RASGRP3"
"3090","19",38409051,38426305,"RASGRP4"
"3091","13",27270830,27275192,"RASL11A"
"3092","4",52862317,52866835,"RASL11B"
"3093","12",25958232,26079892,"RASSF8"
"3094","12",85800703,85836409,"RASSF9"
"3095","7",5045821,5069487,"RBAK"
"3096","20",62410237,62427539,"RBBP8NL"
"3097","8",93728155,93741017,"RBM12B"
"3098","10",110644336,110839468,"RBM20"
"3099","5",150690792,150701077,"RBM22"
"3100","14",22893204,22919182,"RBM23"
"3101","6",17281361,17293871,"RBM24"
"3102","14",73058532,73123899,"RBM25"
"3103","13",79311824,79406477,"RBM26"
"3104","13",79406293,79427317,"RBM26-AS1"
"3105","5",146203605,146289223,"RBM27"
"3106","7",128297685,128343908,"RBM28"
"3107","Y",21880076,21894526,"RBMY1D"
"3108","20",45306840,45317824,"RBPJL"
"3109","13",49531946,49585558,"RCBTB1"
"3110","13",48488963,48533256,"RCBTB2"
"3111","11",66842835,66846552,"RCE1"
"3112","14",103940426,103942561,"RD3L"
"3113","CHR_HSCHR17_7_CTG4",35918066,35930773,"RDM1"
"3114","17",35918066,35930773,"RDM1"
"3115","2",79120362,79123409,"REG1A"
"3116","2",79085023,79088019,"REG1B"
"3117","11",65653599,65663090,"RELA"
"3118","19",45001461,45038192,"RELB"
"3119","7",103471381,103989658,"RELN"
"3120","11",73376399,73397474,"RELT"
"3121","19",7669049,7670455,"RETN"
"3122","7",74231499,74254458,"RFC2"
"3123","13",33818069,33966558,"RFC3"
"3124","17",35005990,35089319,"RFFL"
"3125","17",82047902,82051831,"RFNG"
"3126","19",55759097,55763421,"RFPL4A"
"3127","19",55769118,55773420,"RFPL4AL1"
"3128","6",112347330,112351294,"RFPL4B"
"3129","6",116877212,116932161,"RFX6"
"3130","13",41457550,41470871,"RGCC"
"3131","1",192575763,192580024,"RGS1"
"3132","1",192809039,192812275,"RGS2"
"3133","9",113444731,113597743,"RGS3"
"3134","1",163068775,163076802,"RGS4"
"3135","1",163111121,163321791,"RGS5"
"3136","14",71932429,72566530,"RGS6"
"3137","1",240767636,241357374,"RGS7"
"3138","1",182641816,182684587,"RGS8"
"3139","17",65100812,65227703,"RGS9"
"3140","2",226835581,226999215,"RHBDD1"
"3141","7",75842602,75888926,"RHBDD2"
"3142","22",29259872,29268209,"RHBDD3"
"3143","16",675671,678268,"RHBDL1"
"3144","17",32265832,32324659,"RHBDL3"
"3145","X",53422690,53431120,"RIBC1"
"3146","11",207708,215113,"RIC8A"
"3147","12",106774621,106889316,"RIC8B"
"3148","5",38937920,39074399,"RICTOR"
"3149","2",151409883,151508013,"RIF1"
"3150","1",151710433,151729805,"RIIAD1"
"3151","12",123470054,123533719,"RILPL1"
"3152","12",123415039,123436684,"RILPL2"
"3153","1",42380792,42424232,"RIMKLA"
"3154","12",8681600,8783095,"RIMKLB"
"3155","11",66330241,66336840,"RIN1"
"3156","20",19757606,20002457,"RIN2"
"3157","14",92513781,92688994,"RIN3"
"3158","CHR_HG26_PATCH",38867866,38878311,"RINL"
"3159","19",38867830,38878275,"RINL"
"3160","6",3063824,3115187,"RIPK1"
"3161","8",89757806,89791064,"RIPK2"
"3162","CHR_HG1_PATCH",24336024,24340021,"RIPK3"
"3163","14",24336025,24340022,"RIPK3"
"3164","21",41739369,41767089,"RIPK4"
"3165","X",106900063,106903341,"RIPPLY1"
"3166","6",83853360,83857515,"RIPPLY2"
"3167","21",37006150,37019662,"RIPPLY3"
"3168","1",40161387,40240921,"RLF"
"3169","8",86468257,86514357,"RMDN1"
"3170","2",37923187,38067142,"RMDN2"
"3171","15",40735884,40755851,"RMDN3"
"3172","19",12806584,12813640,"RNASEH2A"
"3173","13",50909747,51024120,"RNASEH2B"
"3174","11",65714005,65720818,"RNASEH2C"
"3175","6",166922113,166957191,"RNASET2"
"3176","11",71929018,71997597,"RNF121"
"3177","8",33547754,33567128,"RNF122"
"3178","3",49689538,49721529,"RNF123"
"3179","18",32018825,32073219,"RNF125"
"3180","19",647526,663233,"RNF126"
"3181","8",42849637,42897290,"RNF170"
"3182","4",153710160,153760024,"RNF175"
"3183","1",6205475,6221299,"RNF207"
"3184","9",137220247,137222240,"RNF208"
"3185","6",88609897,88963618,"RNGTT"
"3186","13",30281765,30281869,"RNU6-64P"
"3187","13",83298071,83298167,"RNU6-67P"
"3188","13",18880054,18880157,"RNU6-76P"
"3189","18",20946906,21111813,"ROCK1"
"3190","2",11179759,11348330,"ROCK2"
"3191","1",64094379,64171342,"ROR1-AS1"
"3192","17",5419641,5432877,"RPAIN"
"3193","15",41517176,41544269,"RPAP1"
"3194","1",92299059,92402056,"RPAP2"
"3195","14",21280083,21351301,"RPGRIP1"
"3196","9",127447674,127451406,"RPL12"
"3197","16",89560677,89564542,"RPL13"
"3198","14",55766177,55767717,"RPL13AP3"
"3199","10",96750288,96750899,"RPL13AP5"
"3200","10",110936622,110937233,"RPL13AP6"
"3201","19",48615328,48619184,"RPL18"
"3202","19",17859910,17864153,"RPL18A"
"3203","17",39200283,39204840,"RPL19"
"3204","14",49618530,49620626,"RPL36AL"
"3205","2",216498825,216579180,"RPL37A"
"3206","17",46978156,46979253,"RPRML"
"3207","6",53336943,53337346,"RPS16P5"
"3208","Y",2841602,2932000,"RPS4Y1"
"3209","Y",20756108,20781032,"RPS4Y2"
"3210","12",65758020,65826997,"RPSAP52"
"3211","19",23762944,23871162,"RPSAP58"
"3212","1",152153595,152159228,"RPTN"
"3213","4",109827972,109849123,"RRH"
"3214","11",4094707,4138932,"RRM1"
"3215","2",10120698,10211725,"RRM2"
"3216","16",21797750,21820384,"RRN3P1"
"3217","16",29074976,29116718,"RRN3P2"
"3218","16",22429796,22435812,"RRN3P3"
"3219","16",22418672,22437715,"RRN3P3"
"3220","21",43789513,43805293,"RRP1"
"3221","11",6595072,6603616,"RRP8"
"3222","3",51933429,51941904,"RRP9"
"3223","11",77660009,77820869,"RSF1"
"3224","6",43645036,43672600,"RSPH9"
"3225","3",158105855,158545730,"RSRC1"
"3226","12",122503454,122527000,"RSRC2"
"3227","20",63659300,63698684,"RTEL1-TNFRSF6B"
"3228","17",44308413,44318670,"RUNDC3A"
"3229","1",24899511,24965121,"RUNX3"
"3230","1",155320894,155331114,"RUSC1"
"3231","9",35490111,35561898,"RUSC2"
"3232","6",83193357,83198935,"RWDD2A"
"3233","21",29004384,29019360,"RWDD2B"
"3234","3",134065303,134250859,"RYK"
"3235","19",3172346,3180332,"S1PR4"
"3236","13",23288689,23433763,"SACS"
"3237","19",5623035,5668478,"SAFB"
"3238","19",5586999,5624046,"SAFB2"
"3239","X",135889205,135913062,"SAGE1"
"3240","CHR_HG109_PATCH",14088420,14090738,"SAMD1"
"3241","19",14087851,14091036,"SAMD1"
"3242","6",130144315,130365425,"SAMD3"
"3243","14",54566117,54793315,"SAMD4A"
"3244","19",39342421,39385710,"SAMD4B"
"3245","6",147508690,147737547,"SAMD5"
"3246","3",169911572,169939175,"SAMD7"
"3247","10",75099586,75182123,"SAMD8"
"3248","7",93099513,93118023,"SAMD9"
"3249","21",14485228,14658821,"SAMSN1"
"3250","4",173369969,173377532,"SAP30"
"3251","2",199457689,199476935,"SATB2-AS1"
"3252","14",50632058,50668306,"SAV1"
"3253","8",55449509,55455139,"SBF1P1"
"3254","8",73064543,73124088,"SBSPON"
"3255","5",78342333,78360507,"SCAMP1-AS1"
"3256","CHR_HSCHR17_1_CTG2",1633858,1645747,"SCARF1"
"3257","17",1633858,1645744,"SCARF1"
"3258","22",20424584,20437826,"SCARF2"
"3259","4",82629539,82798796,"SCD5"
"3260","19",34576728,34577797,"SCGB1B2P"
"3261","11",193078,194575,"SCGB1C1"
"3262","11",62190216,62193539,"SCGB1D1"
"3263","11",62242239,62244812,"SCGB1D2"
"3264","11",62296281,62299075,"SCGB1D4"
"3265","3",159839861,159897360,"SCHIP1"
"3266","2",180692104,180916939,"SCHLAP1"
"3267","2",165984641,166149214,"SCN1A"
"3268","19",35030470,35040449,"SCN1B"
"3269","2",166195185,166376001,"SCN9A"
"3270","12",6346843,6377730,"SCNN1A"
"3271","16",23278231,23381294,"SCNN1B"
"3272","1",1280436,1292029,"SCNN1D"
"3273","CHR_HSCHR8_3_CTG7",143777927,143802386,"SCRIB"
"3274","8",143790920,143815773,"SCRIB"
"3275","2",174395730,174429575,"SCRN3"
"3276","22",43197280,43343372,"SCUBE1"
"3277","11",9019476,9138114,"SCUBE2"
"3278","6",35213956,35253079,"SCUBE3"
"3279","20",1325400,1378735,"SDCBP2-AS1"
"3280","CHR_HSCHR1_3_CTG32_1",243256056,243500091,"SDCCAG8"
"3281","1",243256034,243500091,"SDCCAG8"
"3282","16",81988855,82011481,"SDR42E1"
"3283","12",113392445,113426301,"SDS"
"3284","17",77088749,77217101,"SEC14L1"
"3285","22",30396941,30425303,"SEC14L2"
"3286","22",30447959,30472017,"SEC14L3"
"3287","22",30488902,30505711,"SEC14L4"
"3288","16",4958330,5019157,"SEC14L5"
"3289","22",30522799,30546741,"SEC14L6"
"3290","3",128051641,128071705,"SEC61A1"
"3291","10",12129637,12169961,"SEC61A2"
"3292","20",13849247,13996443,"SEL1L2"
"3293","4",25160641,25201440,"SEPSECS-AS1"
"3294","15",43777087,43804427,"SERF2"
"3295","CHR_HSCHR14_7_CTG1",94378757,94392703,"SERPINA1"
"3296","14",94376747,94390693,"SERPINA1"
"3297","CHR_HSCHR14_7_CTG1",94363640,94374417,"SERPINA2"
"3298","14",94364316,94366698,"SERPINA2"
"3299","14",94612384,94624055,"SERPINA3"
"3300","14",94561442,94569913,"SERPINA4"
"3301","14",94561442,94593118,"SERPINA5"
"3302","CHR_HSCHR14_7_CTG1",94304248,94323394,"SERPINA6"
"3303","14",94304248,94323389,"SERPINA6"
"3304","X",106032435,106038727,"SERPINA7"
"3305","14",94462717,94479689,"SERPINA9"
"3306","6",2832332,2841959,"SERPINB1"
"3307","18",63871692,63903888,"SERPINB2"
"3308","18",63655197,63661893,"SERPINB3"
"3309","18",63637259,63644256,"SERPINB4"
"3310","18",63476958,63505085,"SERPINB5"
"3311","6",2948159,2972165,"SERPINB6"
"3312","18",63752935,63805376,"SERPINB7"
"3313","6",2887270,2903309,"SERPINB9"
"3314","3",167735243,167825569,"SERPINI1"
"3315","3",167441914,167478972,"SERPINI2"
"3316","18",44680173,45068510,"SETBP1"
"3317","3",4303332,4317265,"SETMAR"
"3318","22",26169462,26383597,"SEZ6L"
"3319","10",104122058,104126385,"SFR1"
"3320","8",41261962,41309473,"SFRP1"
"3321","4",153780591,153789083,"SFRP2"
"3322","10",97766751,97771999,"SFRP5"
"3323","10",10784437,10795047,"SFTA1P"
"3324","CHR_HSCHR6_MHC_MCF_CTG1",31009891,31010713,"SFTA2"
"3325","CHR_HSCHR6_MHC_DBB_CTG1",30922062,30922884,"SFTA2"
"3326","CHR_HSCHR6_MHC_MANN_CTG1",30975998,30976820,"SFTA2"
"3327","CHR_HSCHR6_MHC_COX_CTG1",30921066,30921888,"SFTA2"
"3328","CHR_HSCHR6_MHC_QBL_CTG1",30920912,30921734,"SFTA2"
"3329","6",30931353,30955636,"SFTA2"
"3330","14",36473288,36513829,"SFTA3"
"3331","22",40370591,40410289,"SGSM3"
"3332","X",124227868,124373197,"SH2D1A"
"3333","1",162395268,162412138,"SH2D1B"
"3334","1",86704570,86748184,"SH3GLB1"
"3335","9",129007036,129028331,"SH3GLB2"
"3336","X",19533977,19887600,"SH3KBP1"
"3337","19",50659255,50719802,"SHANK1"
"3338","8",144098633,144108124,"SHARPIN"
"3339","1",201888680,201892587,"SHISA4"
"3340","CHR_HSCHR17_3_CTG1",18327881,18363567,"SHMT1"
"3341","17",18327860,18363563,"SHMT1"
"3342","3",164978898,165078496,"SI"
"3343","16",48356364,48448402,"SIAH1"
"3344","3",150741125,150763477,"SIAH2"
"3345","13",45777242,45851753,"SIAH3"
"3346","3",113532555,113629575,"SIDT1"
"3347","11",117178736,117197445,"SIDT2"
"3348","19",51410020,51417803,"SIGLEC10"
"3349","19",49948985,49961172,"SIGLEC11"
"3350","19",51491227,51501800,"SIGLEC12"
"3351","19",51639478,51646825,"SIGLEC14"
"3352","18",45825675,45844094,"SIGLEC15"
"3353","19",49969600,49975819,"SIGLEC16"
"3354","5",138946724,139293557,"SIL1"
"3355","11",65638101,65650918,"SIPA1"
"3356","14",71320449,71741229,"SIPA1L1"
"3357","1",232397965,232630571,"SIPA1L2"
"3358","19",37907208,38208369,"SIPA1L3"
"3359","20",1894167,1940592,"SIRPA"
"3360","20",1534251,1557705,"SIRPD"
"3361","20",1629152,1657779,"SIRPG"
"3362","CHR_HSCHR18_1_CTG1_1",50374995,50394173,"SKA1"
"3363","18",50375040,50394168,"SKA1"
"3364","17",59109857,59155260,"SKA2"
"3365","13",21153595,21176552,"SKA3"
"3366","1",2227388,2310213,"SKI"
"3367","3",170357678,170396835,"SKIL"
"3368","8",133036728,133102912,"SLA"
"3369","6",25782915,25832052,"SLC17A1"
"3370","6",25912754,25930691,"SLC17A2"
"3371","6",25833066,25882286,"SLC17A3"
"3372","6",25754699,25781199,"SLC17A4"
"3373","6",73593379,73653992,"SLC17A5"
"3374","11",22338381,22379503,"SLC17A6"
"3375","19",49429401,49442360,"SLC17A7"
"3376","12",100357074,100422055,"SLC17A8"
"3377","20",62952707,62969585,"SLC17A9"
"3378","8",20144855,20183206,"SLC18A1"
"3379","10",117241093,117279430,"SLC18A2"
"3380","10",49610310,49612720,"SLC18A3"
"3381","2",112645939,112663825,"SLC20A1"
"3382","8",42416475,42541926,"SLC20A2"
"3383","6",3268962,3457050,"SLC22A23"
"3384","11",63079940,63144221,"SLC22A24"
"3385","11",63158437,63243599,"SLC22A25"
"3386","16",89195761,89201651,"SLC22A31"
"3387","13",45393316,45418455,"SLC25A30"
"3388","4",127730400,127774292,"SLC25A31"
"3389","8",103398635,103415189,"SLC25A32"
"3390","1",9539465,9585173,"SLC25A33"
"3391","1",15736258,15741392,"SLC25A34"
"3392","17",8287763,8295400,"SLC25A35"
"3393","3",140941830,140980995,"SLC25A36"
"3394","8",23528956,23575463,"SLC25A37"
"3395","3",39383370,39397351,"SLC25A38"
"3396","17",44319625,44324870,"SLC25A39"
"3397","9",113221544,113264492,"SLC31A1"
"3398","9",113150976,113164140,"SLC31A2"
"3399","11",45804072,45813016,"SLC35C1"
"3400","20",46345980,46364458,"SLC35C2"
"3401","1",1659529,1692795,"SLC35E2B"
"3402","6",117907264,118317676,"SLC35F1"
"3403","11",107790991,107928293,"SLC35F2"
"3404","1",233904676,234324511,"SLC35F3"
"3405","14",57563920,57982194,"SLC35F4"
"3406","2",113705011,113756693,"SLC35F5"
"3407","2",26764284,26781231,"SLC35F6"
"3408","5",151437046,151492379,"SLC36A1"
"3409","5",151314972,151347590,"SLC36A2"
"3410","5",151276358,151303766,"SLC36A3"
"3411","11",93144174,93197991,"SLC36A4"
"3412","21",42496008,42581440,"SLC37A1"
"3413","12",46183063,46270017,"SLC38A1"
"3414","12",46358188,46372773,"SLC38A2"
"3415","3",50205246,50221486,"SLC38A3"
"3416","12",46764761,46832408,"SLC38A4"
"3417","X",48458537,48470260,"SLC38A5"
"3418","14",60981114,61114316,"SLC38A6"
"3419","16",58665109,58684770,"SLC38A7"
"3420","16",84009667,84042795,"SLC38A8"
"3421","5",55625845,55773194,"SLC38A9"
"3422","11",47407132,47416496,"SLC39A13"
"3423","11",57484534,57515780,"SLC43A1"
"3424","11",57406954,57427580,"SLC43A3"
"3425","1",8318114,8344167,"SLC45A1"
"3426","CHR_HSCHR5_6_CTG1",33946602,33956490,"SLC45A2"
"3427","5",33944623,33984693,"SLC45A2"
"3428","1",205657851,205680509,"SLC45A3"
"3429","17",44248390,44268141,"SLC4A1"
"3430","7",151057210,151076526,"SLC4A2"
"3431","2",219627394,219641980,"SLC4A3"
"3432","4",71062667,71572087,"SLC4A4"
"3433","2",74216242,74343416,"SLC4A5"
"3434","3",27372721,27484420,"SLC4A7"
"3435","12",51391317,51515763,"SLC4A8"
"3436","3",45755449,45796574,"SLC6A20"
"3437","13",29509414,29595688,"SLC7A1"
"3438","X",70925579,70931125,"SLC7A3"
"3439","12",21264600,21419594,"SLCO1A2"
"3440","11",75100563,75206549,"SLCO2B1"
"3441","10",103967140,104029233,"SLK"
"3442","3",57755450,57930003,"SLMAP"
"3443","11",107707378,107719693,"SLN"
"3444","16",30193892,30204310,"SLX1A-SULT1A3"
"3445","5",136129507,136134890,"SMAD5-AS1"
"3446","4",94207611,94291292,"SMARCAD1"
"3447","3",47585269,47782106,"SMARCC1"
"3448","12",56162359,56189567,"SMARCC2"
"3449","16",22437401,22491826,"SMG1P1"
"3450","16",29527568,29594966,"SMG1P2"
"3451","16",21447078,21501886,"SMG1P3"
"3452","16",30267553,30335054,"SMG1P5"
"3453","16",70219870,70246610,"SMG1P7"
"3454","X",134990991,134992473,"SMIM10"
"3455","1",34712737,34859755,"SMIM12"
"3456","6",11093834,11138733,"SMIM13"
"3457","4",39546336,39638902,"SMIM14"
"3458","5",61157704,61162468,"SMIM15"
"3459","19",56643159,56657247,"SMIM17"
"3460","8",30638580,30646064,"SMIM18"
"3461","8",42541155,42555195,"SMIM19"
"3462","19",3473986,3480525,"SMIM24"
"3463","11",6390440,6394998,"SMPD1"
"3464","6",109440724,109443919,"SMPD2"
"3465","16",68358327,68448508,"SMPD3"
"3466","2",130151392,130182750,"SMPD4"
"3467","9",33041765,33076674,"SMU1"
"3468","6",83552880,83709691,"SNAP91"
"3469","9",15422734,15465953,"SNAPC3"
"3470","4",89700345,89838315,"SNCA"
"3471","5",122311354,122464219,"SNCAIP"
"3472","5",176620082,176630556,"SNCB"
"3473","10",86958599,86963258,"SNCG"
"3474","2",240998618,241095568,"SNED1"
"3475","11",93732004,93732133,"SNORA1"
"3476","16",30710537,30710665,"SNORA30"
"3477","13",45337480,45337609,"SNORA31"
"3478","11",93730979,93731099,"SNORA32"
"3479","6",132817219,132817348,"SNORA33"
"3480","X",114630797,114630924,"SNORA35"
"3481","18",54222284,54222412,"SNORA37"
"3482","CHR_HSCHR6_MHC_MANN_CTG1",31662524,31662655,"SNORA38"
"3483","CHR_HSCHR6_MHC_SSTO_CTG1",31613823,31613954,"SNORA38"
"3484","CHR_HSCHR6_MHC_DBB_CTG1",31605253,31605384,"SNORA38"
"3485","CHR_HSCHR6_MHC_COX_CTG1",31610483,31610614,"SNORA38"
"3486","CHR_HSCHR6_MHC_MCF_CTG1",31699371,31699502,"SNORA38"
"3487","CHR_HSCHR6_MHC_QBL_CTG1",31613305,31613436,"SNORA38"
"3488","6",31623079,31623210,"SNORA38"
"3489","3",186787612,186787749,"SNORA4"
"3490","3",39408389,39408539,"SNORA6"
"3491","5",139278781,139278978,"SNORA74A"
"3492","5",173020728,173020928,"SNORA74B"
"3493","11",93732361,93732499,"SNORA8"
"3494","3",186786675,186786852,"SNORA81"
"3495","9",92292461,92292593,"SNORA84"
"3496","7",44985378,44985510,"SNORA9"
"3497","17",7576811,7576952,"SNORD10"
"3498","2",202293051,202293134,"SNORD11"
"3499","15",25187536,25187616,"SNORD115-10"
"3500","15",25199448,25199529,"SNORD115-16"
"3501","15",25201323,25201404,"SNORD115-17"
"3502","20",49280683,49280772,"SNORD12"
"3503","9",33952769,33952850,"SNORD121A"
"3504","9",33934296,33934376,"SNORD121B"
"3505","5",9548836,9548905,"SNORD123"
"3506","17",40027542,40027645,"SNORD124"
"3507","22",29333163,29333258,"SNORD125"
"3508","14",20326450,20326526,"SNORD126"
"3509","14",45110883,45110968,"SNORD127"
"3510","20",49280319,49280409,"SNORD12B"
"3511","20",49278940,49279028,"SNORD12C"
"3512","15",66502812,66502910,"SNORD16"
"3513","3",52689248,52689315,"SNORD19"
"3514","17",76561634,76561705,"SNORD1A"
"3515","17",76561109,76561192,"SNORD1B"
"3516","17",76558791,76558868,"SNORD1C"
"3517","19",12706449,12706518,"SNORD41"
"3518","17",28720550,28720616,"SNORD42B"
"3519","22",39319050,39319113,"SNORD43"
"3520","1",44776490,44776593,"SNORD46"
"3521","CHR_HSCHR6_MHC_APD_CTG1",31902285,31902347,"SNORD48"
"3522","CHR_HSCHR6_MHC_DBB_CTG1",31817449,31817511,"SNORD48"
"3523","CHR_HSCHR6_MHC_COX_CTG1",31822629,31822691,"SNORD48"
"3524","CHR_HSCHR6_MHC_QBL_CTG1",31825510,31825572,"SNORD48"
"3525","6",31835263,31835326,"SNORD48"
"3526","17",28722582,28722653,"SNORD4A"
"3527","17",28723682,28723753,"SNORD4B"
"3528","17",2330180,2330370,"SNORD91A"
"3529","17",2329016,2329237,"SNORD91B"
"3530","2",96274338,96321271,"SNRNP200"
"3531","6",7590198,7611967,"SNRNP48"
"3532","18",21612314,21633524,"SNRPD1"
"3533","19",45687460,45692569,"SNRPD2"
"3534","22",24555958,24582052,"SNRPD3"
"3535","3",63652675,63679020,"SNTN"
"3536","14",77717599,77761207,"SNW1"
"3537","16",21376648,21386064,"SNX29P1"
"3538","10",95311771,95561414,"SORBS1"
"3539","4",185585444,185956652,"SORBS2"
"3540","8",22544986,22575788,"SORBS3"
"3541","10",106573663,107164706,"SORCS1"
"3542","4",7192538,7742836,"SORCS2"
"3543","10",104641290,105265242,"SORCS3"
"3544","2",38962206,39124345,"SOS1"
"3545","14",50117130,50231578,"SOS2"
"3546","17",43753738,43758791,"SOST"
"3547","7",16461481,16530580,"SOSTDC1"
"3548","2",230327184,230403732,"SP140L"
"3549","X",141583674,141584738,"SPANXA1"
"3550","X",141589708,141590762,"SPANXA2"
"3551","2",32063556,32157637,"SPAST"
"3552","3",57060664,57075432,"SPATA12"
"3553","13",23979805,24307074,"SPATA13"
"3554","3",172889357,173141235,"SPATA16"
"3555","1",217631324,217871696,"SPATA17"
"3556","4",52051304,52097299,"SPATA18"
"3557","9",81913466,81919876,"SPATA31D5P"
"3558","9",81913437,81919926,"SPATA31D5P"
"3559","15",100344047,100350725,"SPATA41"
"3560","1",108857217,108858524,"SPATA42"
"3561","1",212830141,212847649,"SPATA45"
"3562","4",122923070,123319433,"SPATA5"
"3563","15",45402336,45421415,"SPATA5L1"
"3564","14",88384924,88470350,"SPATA7"
"3565","5",169583636,169604778,"SPDL1"
"3566","7",72863903,72871581,"SPDYE7P"
"3567","20",3777504,3781448,"SPEF1"
"3568","5",35617844,35814611,"SPEF2"
"3569","15",64963022,64990310,"SPG21"
"3570","2",227979955,228181687,"SPHKAP"
"3571","X",57134530,57137523,"SPIN2A"
"3572","X",57118551,57121548,"SPIN2B"
"3573","12",120762510,120904358,"SPPL3"
"3574","15",38252836,38357249,"SPRED1"
"3575","2",65310851,65432637,"SPRED2"
"3576","19",38388421,38399587,"SPRED3"
"3577","1",153001747,153003856,"SPRR3"
"3578","1",152970648,152972574,"SPRR4"
"3579","12",53064316,53079404,"SPRYD3"
"3580","12",56468578,56479708,"SPRYD4"
"3581","13",49912702,49936490,"SPRYD7"
"3582","1",158610704,158686715,"SPTA1"
"3583","11",18606403,18634791,"SPTY2D1"
"3584","2",45388680,45612165,"SRBD1"
"3585","CHR_HSCHR17_7_CTG4",38330785,38406717,"SRCIN1"
"3586","17",38530031,38605952,"SRCIN1"
"3587","5",6633427,6674386,"SRD5A1"
"3588","2",31522480,31580938,"SRD5A2"
"3589","4",55346213,55373100,"SRD5A3"
"3590","5",66139971,66183615,"SREK1"
"3591","22",26483877,26494658,"SRRD"
"3592","7",100875103,100888664,"SRRT"
"3593","1",23964347,23980927,"SRSF10"
"3594","1",70205682,70253052,"SRSF11"
"3595","6",89095959,89118071,"SRSF12"
"3596","2",169791933,169812064,"SSB"
"3597","19",55488404,55519099,"SSC5D"
"3598","11",57325986,57335892,"SSRP1"
"3599","3",187668912,187670394,"SST"
"3600","16",1064087,1078731,"SSTR5-AS1"
"3601","1",84643706,84690803,"SSX2IP"
"3602","15",79898840,79923702,"ST20"
"3603","3",98706236,98732757,"ST3GAL6-AS1"
